"country","city","variable","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","lon","lat"
"Chile","Temuco","Unemployment rate (unemployment 15-64 over labour force 15-64)",7.84,9,8.6,7.8,7.3,6.7,7.6,7.5,8.8,7.7,7.4,-72.5904598,-38.7383905
"Chile","Valparaiso","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.05,10.3,8.9,7.6,7.2,7.6,7.3,7.6,7.7,8,8.3,-71.6126885,-33.047238
"Colombia","Armenia","Unemployment rate (unemployment 15-64 over labour force 15-64)",19.2,18.4,18,15.6,15.9,13.7,13,14.1,13.8,14.4,15.4,-75.6756888,4.5350004
"Colombia","Barranquilla","Unemployment rate (unemployment 15-64 over labour force 15-64)",10.6,9.9,8.4,8.3,7.8,7.9,8.3,7.9,7.7,8,7.4,-74.8069813,11.0041072
"Colombia","Bogota D.C.","Unemployment rate (unemployment 15-64 over labour force 15-64)",11.5,10.7,9.7,9.6,9,8.7,8.7,9.3,10.4,10.6,11,-74.072092,4.7109886
"Colombia","Bucaramanga","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.1,9.1,7.9,8.2,7.6,6.9,7,7.6,7.1,8.1,10.1,-73.1227416,7.119349
"Colombia","Buenaventura","Unemployment rate (unemployment 15-64 over labour force 15-64)",14.3,13.3,14.3,13.7,13.2,11.9,11.2,11.4,11.7,11.5,12.2,-77.0197212,3.8830471
"Colombia","Cali","Unemployment rate (unemployment 15-64 over labour force 15-64)",14.3,13.3,14.3,13.7,13.2,11.9,11.2,11.4,11.7,11.5,12.2,-76.5319854,3.4516467
"Colombia","Cartagena","Unemployment rate (unemployment 15-64 over labour force 15-64)",10.5,8.6,8.1,8,7.7,6.7,7.4,7.2,6.8,6.2,5.3,-75.4832311,10.3932277
"Colombia","Cucuta","Unemployment rate (unemployment 15-64 over labour force 15-64)",10.5,12,12.6,12.8,13.4,12.5,12.8,13,12.7,13.7,14.9,-72.4966896,7.8890971
"Colombia","Ibague","Unemployment rate (unemployment 15-64 over labour force 15-64)",14.7,15,17.4,11.8,10.1,10.2,10.9,10.9,10.5,13.2,15.9,-75.242438,4.444676
"Colombia","Manizales","Unemployment rate (unemployment 15-64 over labour force 15-64)",13.1,14.4,12.1,10.4,9.6,9.1,8.7,9.6,9.6,10.6,11.4,-75.5027698,5.0629743
"Colombia","Medellin","Unemployment rate (unemployment 15-64 over labour force 15-64)",13.1,12.3,10.7,10.9,10.1,9.7,9.4,9.9,10.5,11,11.5,-75.5658153,6.2476376
"Colombia","Monteria","Unemployment rate (unemployment 15-64 over labour force 15-64)",15.8,14.6,13.4,12.6,9.2,7.3,6.6,10.5,10,8.9,11.8,-75.8785348,8.750983
"Colombia","Neiva","Unemployment rate (unemployment 15-64 over labour force 15-64)",11.4,9.7,8.3,10.2,9.1,8.6,8,8.4,9.1,9.7,8.6,-75.2809001,2.9344837
"Colombia","Palmira","Unemployment rate (unemployment 15-64 over labour force 15-64)",14.3,13.3,14.3,13.7,13.2,11.9,11.2,11.4,11.7,11.5,12.2,-76.2971657,3.5379718
"Colombia","Pasto","Unemployment rate (unemployment 15-64 over labour force 15-64)",15.6,23.1,15.2,13.3,11.7,11.3,9.7,8.1,7.3,6.5,6.8,-77.285787,1.2058837
"Colombia","Pereira","Unemployment rate (unemployment 15-64 over labour force 15-64)",18.2,18.6,15.1,15.3,13.2,12.6,10.9,9.6,8.2,8.1,7.9,-75.690601,4.8087174
"Colombia","Popayan","Unemployment rate (unemployment 15-64 over labour force 15-64)",11.3,11.2,12,12,11.8,11.4,10.6,8.4,8.9,9.4,10.6,-76.6147395,2.4448143
"Colombia","Riohacha","Unemployment rate (unemployment 15-64 over labour force 15-64)",10.5,9.8,9,9.2,7.8,6.7,7.8,9.8,7.1,5,7.1,-72.9167838,11.5384151
"Colombia","Santa Marta","Unemployment rate (unemployment 15-64 over labour force 15-64)",10.2,8.6,10.2,8.1,8.3,7.4,7.7,8.8,7.8,7.3,9.7,-74.2110227,11.2403547
"Colombia","Sincelejo","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.9,11.7,10.8,9.6,10,8.9,8.7,9.9,9.6,9.8,11.7,-75.3905567,9.3045773
"Colombia","Valledupar","Unemployment rate (unemployment 15-64 over labour force 15-64)",10.9,10.9,10.6,9.6,8.6,9.7,9.3,11.9,11.4,11.7,13.7,-73.2436335,10.4742449
"Colombia","Villavicencio","Unemployment rate (unemployment 15-64 over labour force 15-64)",11.1,10.2,9.7,10.7,10.6,10.6,10.5,11,12.5,12.2,13.9,-73.6285475,4.1491688
"Croatia","Split","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.7,11.2,13.4,15,15.2,17.4,17,14.4,11.1,9.5,6.5,16.4435148,43.5147118
"Czechia","Brno","Unemployment rate (unemployment 15-64 over labour force 15-64)",6.9,7.8,7.6,8.2,6.9,6.2,5.1,4,3.4,2.7,2.2,16.6068371,49.1950602
"Czechia","Ostrava","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.8,10.2,9.4,9.6,10,8.7,8.3,7,4.8,3.8,3.7,18.2625243,49.8209226
"Czechia","Plzeň","Unemployment rate (unemployment 15-64 over labour force 15-64)",6.4,6,5.2,4.9,5.3,5.2,3.9,3.5,2,1.6,1.3,13.3736371,49.7384314
"Czechia","Praha","Unemployment rate (unemployment 15-64 over labour force 15-64)",3.7,4.4,4.3,3.8,4.1,3.7,3.2,2.6,1.9,1.6,1.4,14.4378005,50.0755381
"Estonia","Tallinn","Unemployment rate (unemployment 15-64 over labour force 15-64)",12.9,16.4,11.7,8.9,8.2,6.9,5.2,6,4.9,4.3,3.5,24.7535746,59.4369608
"Finland","Helsinki/Helsingfors","Unemployment rate (unemployment 15-64 over labour force 15-64)",6.3,6.4,5.9,6.4,6.8,7.5,8.2,7.5,7.9,7.1,6.6,24.938379,60.1698557
"Finland","Oulu/Uleåborg","Unemployment rate (unemployment 15-64 over labour force 15-64)",10.6,10.2,9.5,9.7,10,10.2,10.7,10.5,9.9,8.4,8.1,25.4650773,65.0120888
"Finland","Tampere/Tammerfors","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.1,9.1,8.5,8.4,8.7,8.9,10.1,9.6,9.5,7.6,6.6,23.7609535,61.4977524
"Finland","Turku/Åbo","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.2,9.2,8.7,7.6,8.6,9.6,10.3,9.4,8.7,7.6,6.5,22.2666303,60.4518126
"France","Amiens","Unemployment rate (unemployment 15-64 over labour force 15-64)",12.2,12.2,11.2,12.3,13.8,13.2,12.9,12.8,12,11.2,10.6,2.295753,49.894067
"France","Angers","Unemployment rate (unemployment 15-64 over labour force 15-64)",7.6,8.5,8.5,8.4,8.9,8.6,9.2,9,7.1,7.8,7.6,-0.5518257,47.4711616
"France","Annecy","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.2,7.9,7.9,8.5,8.5,8.6,9.1,8,7.5,7.5,6.9,6.129384,45.899247
"France","Annemasse-Geneva (French part)","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.2,7.9,7.9,8.5,8.5,8.6,9.1,8,7.5,7.5,6.9,6.234158,46.193253
"France","Avignon","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.5,9.9,9.9,10,10.9,10.3,11.1,10.7,10.3,9.5,8.9,4.805528,43.949317
"France","Bayonne","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.1,7.9,8.6,8.8,9.1,9.8,9.7,9.5,9.4,9,8.7,-1.474841,43.492949
"France","Besançon","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.3,8.7,8.5,8.9,10.2,10.4,9.1,9.1,9.2,8.3,8,6.0240539,47.237829
"France","Bordeaux","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.1,7.9,8.6,8.8,9.1,9.8,9.7,9.5,9.4,9,8.7,-0.57918,44.837789
"France","Brest","Unemployment rate (unemployment 15-64 over labour force 15-64)",5.7,6.9,7.1,8.1,8,7.4,7.9,8.7,7.4,6.9,7,-4.4869723,48.3907119
"France","Caen","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.7,9.1,9.1,10,10.5,10.4,9.6,10.3,10,8.8,9.3,-0.370679,49.182863
"France","Cannes-Antibes","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.2,9.8,9.9,9.7,11,10.2,11.2,10.8,10.5,9.5,9,7.0923186,43.5745065
"France","Chambéry","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.2,7.9,7.9,8.5,8.5,8.6,9.1,8,7.5,7.5,6.9,5.917781,45.564601
"France","Clermont-Ferrand","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.2,7.9,7.9,8.5,8.5,8.6,9.1,8,7.5,7.5,6.9,3.087025,45.777222
"France","Dijon","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.3,8.7,8.5,8.9,10.2,10.4,9.1,9.1,9.2,8.3,8,5.04148,47.322047
"France","Dunkerque","Unemployment rate (unemployment 15-64 over labour force 15-64)",12.2,12.2,11.2,12.3,13.8,13.2,12.9,12.8,12,11.2,10.6,2.3767763,51.0343684
"France","Fort-de-France","Unemployment rate (unemployment 15-64 over labour force 15-64)",22,21.2,21,21.2,23,19.6,18.2,18,18.1,17.6,15,2.213749,46.227638
"France","Grenoble","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.2,7.9,7.9,8.5,8.5,8.6,9.1,8,7.5,7.5,6.9,5.724524,45.188529
"France","Hayange","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.7,8.9,9.2,10.4,11,11.2,11.4,11.4,10.1,9.1,8.1,6.062166,49.329827
"France","Le Havre","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.7,9.1,9.1,10,10.5,10.4,9.6,10.3,10,8.8,9.3,0.107929,49.49437
"France","Le Mans","Unemployment rate (unemployment 15-64 over labour force 15-64)",7.6,8.5,8.5,8.4,8.9,8.6,9.2,9,7.1,7.8,7.6,0.199556,48.00611
"France","Lens","Unemployment rate (unemployment 15-64 over labour force 15-64)",12.2,12.2,11.2,12.3,13.8,13.2,12.9,12.8,12,11.2,10.6,2.83183,50.42893
"France","Lille","Unemployment rate (unemployment 15-64 over labour force 15-64)",12.2,12.2,11.2,12.3,13.8,13.2,12.9,12.8,12,11.2,10.6,3.057256,50.62925
"France","Limoges","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.1,7.9,8.6,8.8,9.1,9.8,9.7,9.5,9.4,9,8.7,1.261105,45.833619
"France","Lyon","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.2,7.9,7.9,8.5,8.5,8.6,9.1,8,7.5,7.5,6.9,4.835659,45.764043
"France","Marseille","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.2,9.8,9.9,9.7,11,10.2,11.2,10.8,10.5,9.5,9,5.36978,43.296482
"France","Metz","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.7,8.9,9.2,10.4,11,11.2,11.4,11.4,10.1,9.1,8.1,6.1757156,49.1193089
"France","Montpellier","Unemployment rate (unemployment 15-64 over labour force 15-64)",10.8,10.5,9.9,11.4,10.6,10.7,10.7,10.2,9.7,9.6,8.5,3.876716,43.610769
"France","Mulhouse","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.7,8.9,9.2,10.4,11,11.2,11.4,11.4,10.1,9.1,8.1,7.335888,47.750839
"France","Nancy","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.7,8.9,9.2,10.4,11,11.2,11.4,11.4,10.1,9.1,8.1,6.184417,48.692054
"France","Nantes","Unemployment rate (unemployment 15-64 over labour force 15-64)",7.6,8.5,8.5,8.4,8.9,8.6,9.2,9,7.1,7.8,7.6,-1.553621,47.218371
"France","Nice","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.2,9.8,9.9,9.7,11,10.2,11.2,10.8,10.5,9.5,9,7.2619532,43.7101728
"France","Nîmes","Unemployment rate (unemployment 15-64 over labour force 15-64)",10.8,10.5,9.9,11.4,10.6,10.7,10.7,10.2,9.7,9.6,8.5,4.360054,43.836699
"France","Orléans","Unemployment rate (unemployment 15-64 over labour force 15-64)",6.7,7,8.4,10.9,10.6,9.6,10.8,10,8.6,8.5,8.3,1.909251,47.902964
"France","Paris","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.2,8.7,8.4,8.4,9.3,9.9,9.8,9.5,9,8.9,8.1,2.3522219,48.856614
"France","Pau","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.1,7.9,8.6,8.8,9.1,9.8,9.7,9.5,9.4,9,8.7,-0.370797,43.2951
"France","Perpignan","Unemployment rate (unemployment 15-64 over labour force 15-64)",10.8,10.5,9.9,11.4,10.6,10.7,10.7,10.2,9.7,9.6,8.5,2.8948332,42.6886591
"France","Poitiers","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.1,7.9,8.6,8.8,9.1,9.8,9.7,9.5,9.4,9,8.7,0.340375,46.580224
"France","Reims","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.9,9.1,9.4,10.5,11.2,11.3,11.5,11.5,10.2,9.2,8.3,4.031696,49.258329
"France","Rennes","Unemployment rate (unemployment 15-64 over labour force 15-64)",5.7,6.9,7.1,8.1,8,7.4,7.9,8.7,7.4,6.9,7,-1.6777926,48.117266
"France","Rouen","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.7,9.1,9.1,10,10.5,10.4,9.6,10.3,10,8.8,9.3,1.099971,49.443232
"France","Saint-Denis","Unemployment rate (unemployment 15-64 over labour force 15-64)",27.2,29,29.7,28.7,29.1,26.7,23.7,22.4,22.9,24.2,21.5,2.357443,48.936181
"France","Saint-Étienne","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.2,7.9,7.9,8.5,8.5,8.6,9.1,8,7.5,7.5,6.9,4.3871779,45.439695
"France","Strasbourg","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.7,8.9,9.2,10.4,11,11.2,11.4,11.4,10.1,9.1,8.1,7.7521113,48.5734053
"France","Toulon","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.2,9.8,9.9,9.7,11,10.2,11.2,10.8,10.5,9.5,9,5.928,43.124228
"France","Toulouse","Unemployment rate (unemployment 15-64 over labour force 15-64)",10.8,10.5,9.9,11.4,10.6,10.7,10.7,10.2,9.7,9.6,8.5,1.444209,43.604652
"France","Tours","Unemployment rate (unemployment 15-64 over labour force 15-64)",6.7,7,8.4,10.9,10.6,9.6,10.8,10,8.6,8.5,8.3,0.68484,47.394144
"France","Valence","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.2,7.9,7.9,8.5,8.5,8.6,9.1,8,7.5,7.5,6.9,4.89236,44.933393
"France","Valenciennes","Unemployment rate (unemployment 15-64 over labour force 15-64)",12.2,12.2,11.2,12.3,13.8,13.2,12.9,12.8,12,11.2,10.6,3.518332,50.357113
"Germany","Aachen","Unemployment rate (unemployment 15-64 over labour force 15-64)",10.1,9.9,9.6,9.1,9.4,9.5,9.1,8.6,8.3,7.6,7.4,6.0838868,50.7753455
"Germany","Augsburg","Unemployment rate (unemployment 15-64 over labour force 15-64)",6,5.8,5,4.6,4.6,4.9,4.8,4.5,4,3.8,3.8,10.89779,48.3705449
"Germany","Berlin","Unemployment rate (unemployment 15-64 over labour force 15-64)",12.5,12.5,12.3,11.5,11.1,10.6,10.1,9.1,8.3,7.5,7.2,13.404954,52.5200066
"Germany","Bielefeld","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.6,9.6,8.5,8.4,8.8,8.8,8.6,8,7.6,6.8,6.8,8.5324708,52.0302285
"Germany","Bonn","Unemployment rate (unemployment 15-64 over labour force 15-64)",7.1,6.7,6.2,6.4,6.8,6.9,6.7,6.4,6.1,5.9,5.8,7.0982068,50.73743
"Germany","Braunschweig-Salzgitter","Unemployment rate (unemployment 15-64 over labour force 15-64)",9,8.9,8.1,7.6,7.5,7.4,7.1,7.1,6.9,6.3,5.8,10.5267696,52.2688736
"Germany","Bremen","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.4,9.3,8.6,8.7,8.8,8.6,8.6,8.1,8,7.7,7.7,8.8016937,53.0792962
"Germany","Chemnitz","Unemployment rate (unemployment 15-64 over labour force 15-64)",12.9,12.1,10.8,10.2,9.9,9.3,8.6,7.8,7,6.5,5.9,12.9208547,50.8282222
"Germany","Darmstadt","Unemployment rate (unemployment 15-64 over labour force 15-64)",6.4,6.1,5.5,5.3,5.8,5.9,5.6,5.4,5.4,5,4.8,8.6511929,49.8728253
"Germany","Dresden","Unemployment rate (unemployment 15-64 over labour force 15-64)",11.7,11.3,10.3,9.6,9.3,8.7,8.2,7.4,6.7,6.2,5.6,13.7372621,51.0504088
"Germany","Düsseldorf","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.5,8.5,8,8,8.2,8.1,7.9,7.3,7.1,6.6,6.4,6.7734556,51.2277411
"Germany","Erfurt","Unemployment rate (unemployment 15-64 over labour force 15-64)",12.2,10.7,10,9.6,9,8.6,8.4,7.6,6.8,6.2,5.9,11.0298799,50.9847679
"Germany","Erlangen","Unemployment rate (unemployment 15-64 over labour force 15-64)",3.9,3.8,3.2,3.2,3.4,3.3,3.3,3.2,3.1,2.9,2.8,11.0119611,49.5896744
"Germany","Frankfurt am Main","Unemployment rate (unemployment 15-64 over labour force 15-64)",6.8,6.7,6.2,6,6.2,6.3,5.9,5.6,5.3,4.9,4.7,8.6821267,50.1109221
"Germany","Freiburg im Breisgau","Unemployment rate (unemployment 15-64 over labour force 15-64)",5.2,5,4.6,4.4,4.5,4.6,4.5,4.3,4,3.7,3.7,7.8421043,47.9990077
"Germany","Göttingen","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.3,8.8,7.9,7.1,7.4,7.1,6.7,6.4,6.2,6,5.6,9.9158035,51.5412804
"Germany","Halle an der Saale","Unemployment rate (unemployment 15-64 over labour force 15-64)",13.5,13.2,11.7,12,11.7,11.5,11.2,10.4,9.6,8.9,8.1,11.9662371,51.4953567
"Germany","Hamburg","Unemployment rate (unemployment 15-64 over labour force 15-64)",7.4,7.5,7.1,6.9,6.9,6.9,6.8,6.5,6.2,5.9,5.7,9.9871703,53.5488282
"Germany","Hannover","Unemployment rate (unemployment 15-64 over labour force 15-64)",9.5,9.5,8.9,8.5,8.6,8.7,8.2,7.8,7.5,7.1,6.8,9.7320104,52.3758916
"Germany","Heidelberg","Unemployment rate (unemployment 15-64 over labour force 15-64)",5.4,5.4,4.6,4.8,5,5,5,4.6,4.3,4,3.9,8.6724335,49.3987524
"Germany","Heilbronn","Unemployment rate (unemployment 15-64 over labour force 15-64)",6,5.8,4.7,4.5,4.9,4.6,4.4,4.3,4,3.8,3.6,9.210879,49.1426929
"Germany","Ingolstadt","Unemployment rate (unemployment 15-64 over labour force 15-64)",3.4,3.2,2.6,2.4,2.5,2.5,2.3,2.3,2.3,2.2,2.2,11.4226498,48.7667395
"Germany","Kaiserslautern","Unemployment rate (unemployment 15-64 over labour force 15-64)",8.3,8,7.6,7.6,8,7.8,7.4,7.4,7.1,6.8,6.7,7.7491265,49.4400657
"Germany","Karlsruhe","Unemployment rate (unemployment 15-64 over labour force 15-64)",5.4,5.4,4.6,4.5,4.6,4.6,4.5,4.3,4,3.7,3.6,8.4036527,49.0068901
